0.70392,1.0514,0.19435,-0.10053,0.0061215,0.032507,0.54073,0.24598,0.27247,0.29899,0.48615,0.43244,0.45907,0.084232,0.27153,0.057357,0.32502,0.35182,0.69985,1.3691,0.91422,0.45936
0.54622,1.1346,0.35785,0.30386,0.16962,0.3566,0.54362,0.65038,0.59657,0.38219,0.81025,0.91714,0.94377,0.80983,0.43502,0.62235,0.80972,0.83651,1.0239,2.0947,1.2383,0.38195
0.3295,0.43605,0.14114,0.16745,0.4347,0.70199,0.40721,0.43367,0.62075,0.48668,0.83444,0.94133,1.2089,0.51281,0.37891,0.88744,0.8339,0.3789,0.72693,1.3962,0.861,0.80764
1.4296,0.49224,0.27762,0.54484,0.89239,0.83847,0.94519,0.89135,1.0784,0.70346,1.0512,1.1581,1.1847,1.2917,0.83659,0.86332,0.80979,0.67598,0.78312,0.80998,0.91719,0.78352
1.5077,0.89157,0.75726,0.54267,0.89023,1.2378,1.4248,1.2907,1.3172,1.1831,1.7718,3.2437,3.5916,2.8152,1.5571,1.5036,0.80763,0.43292,0.78096,0.64722,0.83473,0.46016
0.92543,0.38958,0.81736,0.68308,0.95033,0.89641,1.1637,1.1099,1.2167,2.7689,4.4818,5.5523,7.2652,5.6055,4.7489,3.9727,1.5101,0.89453,0.60016,0.86793,0.73423,0.52026
0.62443,0.57037,0.67696,0.62297,0.89023,1.0772,0.94303,1.9331,4.6898,6.4026,8.0352,9.2662,9.052,7.8741,6.7766,4.8762,1.7712,0.83442,0.29916,0.48662,0.43323,0.86166
0.53244,0.63899,0.82588,0.93249,1.1194,1.0655,1.6541,4.5713,7.2477,8.8802,9.7901,10.539,10.164,9.2276,8.933,6.1493,2.161,0.26064,-0.75643,-0.16746,0.42154,0.84998
0.69324,0.79979,0.66547,0.69179,0.79844,1.146,2.4572,5.776,8.0509,10.727,11.396,11.343,10.887,9.7095,9.415,6.2298,2.0006,-0.30126,-0.43503,0.31454,0.74294,0.60927
0.78422,0.48927,0.75645,0.86307,1.1303,1.1567,2.5482,6.5094,9.3464,11.942,13.174,12.397,11.701,10.604,10.309,7.0435,2.3325,-0.77238,-0.022848,0.72672,0.67332,0.78056
1.3392,0.56242,0.669,0.93622,1.3641,2.2738,2.9426,6.2613,9.4998,12.176,13.247,11.988,10.891,10.355,10.061,6.153,2.0042,-0.29773,0.2109,0.63927,1.3889,1.1749
1.7182,0.21873,0.48591,0.91373,1.1007,1.368,3.0004,6.3994,9.5576,11.752,12.823,11.404,10.306,9.7709,9.3158,6.2108,1.7408,0.40248,0.67021,0.45618,0.56338,0.59031
1.3126,-0.42777,-0.16059,0.58843,0.77538,0.72146,2.7554,5.9938,9.152,11.186,11.454,10.597,10.142,8.8835,7.3042,3.4765,1.1746,1.0408,0.82671,0.69298,0.47898,0.66651
1.0259,-0.47353,-0.36695,-0.09973,0.48872,0.99691,1.746,4.9845,8.8654,12.024,12.532,10.31,9.2929,8.8377,6.616,2.7081,1.1288,0.91472,0.86125,0.80782,0.75442,0.37986
0.59566,-0.98409,-0.71691,-0.7709,-0.42334,0.16514,1.3961,4.233,6.7488,9.0237,9.5321,7.7921,5.6506,5.4364,5.5434,3.402,1.1001,0.88595,0.75219,0.77905,0.72566,0.67229
-0.286,-0.74155,-0.55466,-0.28745,0.1404,0.40769,0.91591,2.8696,5.1445,6.4558,7.0444,6.0271,4.1266,2.6275,2.6542,0.67344,0.4593,0.4861,0.51293,0.6201,0.8879,0.75424
1.0203,0.64502,0.2698,0.21582,0.40277,0.67005,0.77677,1.5259,3.2387,3.8273,4.416,2.5154,1.0163,0.80208,0.50757,0.2131,0.15957,0.34696,0.3738,0.64156,0.74877,1.0166
0.83391,0.21776,0.083441,0.27036,0.45731,0.7246,0.67072,0.77747,0.88426,1.232,1.3388,0.64273,0.26786,0.37482,0.48182,0.58884,0.53531,0.32121,0.42834,1.0976,0.72301,0.42874
0.23842,-0.056532,-0.030249,0.23697,0.34362,-0.031494,0.31613,0.58348,0.69027,0.63649,0.42215,0.36844,0.23447,0.18083,0.52873,0.47516,1.3049,0.36812,0.47525,0.58242,0.60932,0.39535
0.49944,0.20449,0.070174,0.096491,0.28344,0.39013,0.73775,0.5233,0.63009,0.65662,0.60287,0.54917,0.25459,0.040353,0.14735,0.41498,0.84324,0.62914,1.2984,0.60254,0.62944,0.57608
0.41469,0.36064,0.46722,0.73444,0.68049,0.54628,0.2515,0.51885,0.38474,0.41126,0.43782,1.428,0.73194,0.3571,0.3035,0.24993,0.43729,0.62469,0.65152,0.91929,0.54469,0.89283
0.65208,0.27683,0.46371,0.32943,0.59668,0.70336,0.48888,0.19414,0.30093,0.40775,0.43431,0.6215,0.40723,0.27329,0.54088,0.72821,0.75498,1.0227,0.64801,1.237,0.86238,0.56811
